rank,name,source,installCount,trustScore,verified,benchmarkScore,url,description
239,better-auth,/vibery-studio/templates,37,,,,https://raw.githubusercontent.com/vibery-studio/templates/refs/heads/main/skills/better-auth/SKILL.md,"Implement authentication and authorization with Better Auth - a framework-agnostic TypeScript authentication framework. Features include email/password authentication with verification, OAuth providers (Google, GitHub, Discord, etc.), two-factor authentication (TOTP, SMS), passkeys/WebAuthn support, session management, role-based access control (RBAC), rate limiting, and database adapters. Use when adding authentication to applications, implementing OAuth flows, setting up 2FA/MFA, managing user sessions, configuring authorization rules, or building secure authentication systems for web applications."
240,tailwind-v4-shadcn,/secondsky/claude-skills,37,6.5,True,,https://raw.githubusercontent.com/secondsky/claude-skills/refs/heads/main/plugins/tailwind-v4-shadcn/skills/tailwind-v4-shadcn/SKILL.md,"Production-tested setup for Tailwind CSS v4 with shadcn/ui, Vite, and React. Use when: initializing React projects with Tailwind v4, setting up shadcn/ui, implementing dark mode, debugging CSS variable issues, fixing theme switching, migrating from Tailwind v3, or encountering color/theming problems. Covers: @theme inline pattern, CSS variable architecture, dark mode with ThemeProvider, component composition, vite.config setup, common v4 gotchas, and production-tested patterns. Keywords: Tailwind v4, shadcn/ui, @tailwindcss/vite, @theme inline, dark mode, CSS variables, hsl() wrapper, components.json, React theming, theme switching, colors not working, variables broken, theme not applying, @plugin directive, typography plugin, forms plugin, prose class, @tailwindcss/typography, @tailwindcss/forms"
241,motion,/onmax/nuxt-skills,37,9.6,True,100,https://raw.githubusercontent.com/onmax/nuxt-skills/refs/heads/main/skills/motion/SKILL.md,"Use when adding animations with Motion Vue (motion-v) - provides motion component API, gesture animations, scroll-linked effects, layout transitions, and composables for Vue 3/Nuxt"
242,dispatching-parallel-agents,/obra/superpowers,37,9.5,True,72,https://raw.githubusercontent.com/obra/superpowers/refs/heads/main/skills/dispatching-parallel-agents/SKILL.md,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies
243,tauri,/martinholovsky/claude-skills-generator,37,7.7,False,97,https://raw.githubusercontent.com/martinholovsky/claude-skills-generator/refs/heads/main/skills/tauri/SKILL.md,"Cross-platform desktop application framework combining Rust backend with web frontend, emphasizing security and performance"
244,component-refactoring,/langgenius/dify,37,8.9,True,100,https://raw.githubusercontent.com/langgenius/dify/refs/heads/main/.agents/skills/component-refactoring/SKILL.md,"Refactor high-complexity React components in Dify frontend. Use when `pnpm analyze-component --json` shows complexity > 50 or lineCount > 300, when the user asks for code splitting, hook extraction, or complexity reduction, or when `pnpm analyze-component` warns to refactor before testing; avoid for simple/well-structured components, third-party wrappers, or when the user explicitly wants testing without refactoring."
245,devops-iac-engineer,/davila7/claude-code-templates,37,10,True,72,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/development/devops-iac-engineer/SKILL.md,"Implements infrastructure as code using Terraform, Kubernetes, and cloud platforms. Designs scalable architectures, CI/CD pipelines, and observability solutions. Provides security-first DevOps practices and site reliability engineering guidance."
246,app-router,/davepoon/claude-code-subagents-collection,37,9.5,True,100,https://raw.githubusercontent.com/davepoon/claude-code-subagents-collection/refs/heads/main/plugins/nextjs-expert/skills/app-router/SKILL.md,"This skill should be used when the user asks to ""create a Next.js route"", ""add a page"", ""set up layouts"", ""implement loading states"", ""add error boundaries"", ""organize routes"", ""create dynamic routes"", or needs guidance on Next.js App Router file conventions and routing patterns."
247,react-native,/alinaqi/claude-bootstrap,37,8.7,True,72,https://raw.githubusercontent.com/alinaqi/claude-bootstrap/refs/heads/main/skills/react-native/SKILL.md,"React Native mobile patterns, platform-specific code"
248,nextjs-data-fetching,/JosiahSiegel/claude-plugin-marketplace,37,,False,,https://raw.githubusercontent.com/JosiahSiegel/claude-plugin-marketplace/refs/heads/main/plugins/nextjs-master/skills/nextjs-data-fetching/SKILL.md,"Complete Next.js data fetching system (Next.js 15.5/16). PROACTIVELY activate for: (1) Server Component data fetching, (2) Parallel and sequential fetching, (3) Streaming with Suspense, (4) Route Handlers (API routes), (5) Client-side fetching with SWR/TanStack Query, (6) generateStaticParams for static generation, (7) Revalidation strategies, (8) Error handling for data, (9) Async params/searchParams (Next.js 16), (10) Cache Components with 'use cache'. Provides: Fetch patterns, caching options, streaming UI, API route handlers, client fetching setup, async params pattern. Ensures optimal data loading with proper caching and error handling."
249,claude-code-expert,/zot24/skills,36,,,,https://raw.githubusercontent.com/zot24/skills/refs/heads/main/skills/claude-code-expert/skills/claude-code-expert/SKILL.md,"Claude Code and Anthropic ecosystem expert. Provides official patterns for creating agents, skills, hooks, and commands. Use when creating or validating Claude Code artifacts, asking about Claude Code features, MCP integration, or tool usage patterns."
250,anti-reversing-techniques,/wshobson/agents,36,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/reverse-engineering/skills/anti-reversing-techniques/SKILL.md,"Understand anti-reversing, obfuscation, and protection techniques encountered during software analysis. Use when analyzing protected binaries, bypassing anti-debugging for authorized analysis, or understanding software protection mechanisms."
251,python,/siviter-xyz/dot-agent,36,,,,https://raw.githubusercontent.com/siviter-xyz/dot-agent/refs/heads/main/skills/python/SKILL.md,Python development guidelines and best practices. Use when working with Python code.
252,subagent-driven-development,/obra/superpowers,36,9.5,True,72,https://raw.githubusercontent.com/obra/superpowers/refs/heads/main/skills/subagent-driven-development/SKILL.md,Use when executing implementation plans with independent tasks in the current session
253,requesting-code-review,/obra/superpowers,36,9.5,True,72,https://raw.githubusercontent.com/obra/superpowers/refs/heads/main/skills/requesting-code-review/SKILL.md,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements"
254,commit,/davila7/claude-code-templates,36,10,True,82,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/sentry/commit/SKILL.md,"Create commit messages following Sentry conventions. Use when committing code changes, writing commit messages, or formatting git history. Follows conventional commits with Sentry-specific issue references."
255,auth-patterns,/davepoon/claude-code-subagents-collection,36,9.5,True,72,https://raw.githubusercontent.com/davepoon/claude-code-subagents-collection/refs/heads/main/plugins/nextjs-expert/skills/auth-patterns/SKILL.md,"This skill should be used when the user asks about ""authentication in Next.js"", ""NextAuth"", ""Auth.js"", ""middleware auth"", ""protected routes"", ""session management"", ""JWT"", ""login flow"", or needs guidance on implementing authentication and authorization in Next.js applications."
256,two-factor-authentication-best-practices,/better-auth/skills,36,7.8,True,95,https://raw.githubusercontent.com/better-auth/skills/refs/heads/main/better-auth/twoFactor/SKILL.md,This skill provides guidance and enforcement rules for implementing secure two-factor authentication (2FA) using Better Auth's twoFactor plugin.
257,mdr-745-specialist,/alirezarezvani/claude-skills,36,8.9,True,99,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/ra-qm-team/mdr-745-specialist/SKILL.md,"EU MDR 2017/745 compliance specialist for medical device classification, technical documentation, clinical evidence, and post-market surveillance. Covers Annex VIII classification rules, Annex II/III technical files, Annex XIV clinical evaluation, and EUDAMED integration."
